,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
591283,4,5,2014-01-17,7654,1117,1,0,0,0
591286,7,5,2014-01-17,7980,947,1,0,0,0
591285,6,5,2014-01-17,4563,567,1,0,0,0
591287,8,5,2014-01-17,3984,495,1,0,0,0
591284,5,5,2014-01-17,4169,520,1,0,0,0
591288,9,5,2014-01-17,5936,536,1,0,0,0
590168,4,6,2014-01-18,9451,1345,1,0,0,0
590165,1,6,2014-01-18,5128,630,1,0,0,0
590166,2,6,2014-01-18,2497,322,1,0,0,0
590167,3,6,2014-01-18,4232,449,1,0,0,0
590169,5,6,2014-01-18,1940,222,1,0,0,0
590171,7,6,2014-01-18,4786,537,1,0,0,0
590172,8,6,2014-01-18,2089,292,1,0,0,0
590173,9,6,2014-01-18,6118,542,1,0,0,0
590170,6,6,2014-01-18,3141,384,1,0,0,0
589050,1,7,2014-01-19,0,0,0,0,0,0
589051,2,7,2014-01-19,0,0,0,0,0,0
589052,3,7,2014-01-19,0,0,0,0,0,0
589053,4,7,2014-01-19,0,0,0,0,0,0
589055,6,7,2014-01-19,0,0,0,0,0,0
589056,7,7,2014-01-19,0,0,0,0,0,0
589057,8,7,2014-01-19,0,0,0,0,0,0
589058,9,7,2014-01-19,0,0,0,0,0,0
589054,5,7,2014-01-19,0,0,0,0,0,0
587937,3,1,2014-01-20,10251,943,1,1,0,0
587935,1,1,2014-01-20,6148,653,1,1,0,0
587936,2,1,2014-01-20,7082,739,1,1,0,0
587938,4,1,2014-01-20,10734,1378,1,1,0,0
587943,9,1,2014-01-20,10173,766,1,1,0,0
587940,6,1,2014-01-20,6655,705,1,1,0,0
587941,7,1,2014-01-20,11706,1106,1,1,0,0
587942,8,1,2014-01-20,8293,873,1,1,0,0
587939,5,1,2014-01-20,7716,705,1,1,0,0
586820,1,2,2014-01-21,5151,551,1,1,0,0
586821,2,2,2014-01-21,6564,691,1,1,0,0
586823,4,2,2014-01-21,9456,1307,1,1,0,0
586822,3,2,2014-01-21,9246,850,1,1,0,0
586825,6,2,2014-01-21,5838,638,1,1,0,0
586828,9,2,2014-01-21,7391,603,1,1,0,0
586824,5,2,2014-01-21,5371,568,1,1,0,0
586826,7,2,2014-01-21,9105,923,1,1,0,0
586827,8,2,2014-01-21,6390,709,1,1,0,0
585713,9,3,2014-01-22,6256,560,1,1,0,0
585712,8,3,2014-01-22,5726,638,1,1,0,0
585711,7,3,2014-01-22,8118,822,1,1,0,0
585710,6,3,2014-01-22,5416,609,1,1,0,0
585709,5,3,2014-01-22,5042,584,1,1,0,0
585708,4,3,2014-01-22,8898,1237,1,1,0,0
585707,3,3,2014-01-22,9642,1006,1,1,0,0
585706,2,3,2014-01-22,5451,680,1,1,0,0
585705,1,3,2014-01-22,4562,549,1,1,0,0
584590,1,4,2014-01-23,4597,525,1,1,0,0
584591,2,4,2014-01-23,5010,531,1,1,0,0
584593,4,4,2014-01-23,9580,1274,1,1,0,0
584592,3,4,2014-01-23,7857,799,1,1,0,0
584595,6,4,2014-01-23,4755,571,1,1,0,0
584598,9,4,2014-01-23,5800,520,1,1,0,0
584596,7,4,2014-01-23,8137,843,1,1,0,0
584597,8,4,2014-01-23,6666,734,1,1,0,0
584594,5,4,2014-01-23,4647,521,1,1,0,0
583475,1,5,2014-01-24,5098,587,1,1,0,0
583476,2,5,2014-01-24,4701,531,1,1,0,0
583477,3,5,2014-01-24,6981,748,1,1,0,0
583478,4,5,2014-01-24,9154,1278,1,1,0,0
583479,5,5,2014-01-24,4752,531,1,1,0,0
583481,7,5,2014-01-24,8387,877,1,1,0,0
583482,8,5,2014-01-24,4992,620,1,1,0,0
583483,9,5,2014-01-24,6769,574,1,1,0,0
583480,6,5,2014-01-24,5716,700,1,1,0,0
582362,3,6,2014-01-25,3416,440,1,0,0,0
582360,1,6,2014-01-25,4546,561,1,0,0,0
582361,2,6,2014-01-25,2274,290,1,0,0,0
582363,4,6,2014-01-25,9756,1369,1,0,0,0
582367,8,6,2014-01-25,2424,317,1,0,0,0
582365,6,6,2014-01-25,2721,312,1,0,0,0
582366,7,6,2014-01-25,4817,512,1,0,0,0
582368,9,6,2014-01-25,6031,554,1,0,0,0
582364,5,6,2014-01-25,1662,188,1,0,0,0
581245,1,7,2014-01-26,0,0,0,0,0,0
581246,2,7,2014-01-26,0,0,0,0,0,0
581247,3,7,2014-01-26,0,0,0,0,0,0
581248,4,7,2014-01-26,0,0,0,0,0,0
581250,6,7,2014-01-26,0,0,0,0,0,0
581251,7,7,2014-01-26,0,0,0,0,0,0
581252,8,7,2014-01-26,0,0,0,0,0,0
581253,9,7,2014-01-26,0,0,0,0,0,0
581249,5,7,2014-01-26,0,0,0,0,0,0
580132,3,1,2014-01-27,4602,633,1,0,0,0
580130,1,1,2014-01-27,3601,517,1,0,0,0
580131,2,1,2014-01-27,3708,507,1,0,0,0
580133,4,1,2014-01-27,7800,1166,1,0,0,0
580138,9,1,2014-01-27,5095,501,1,0,0,0
580135,6,1,2014-01-27,4048,505,1,0,0,0
580136,7,1,2014-01-27,6153,684,1,0,0,0
580137,8,1,2014-01-27,4360,629,1,0,0,0
580134,5,1,2014-01-27,3412,453,1,0,0,0
579016,2,2,2014-01-28,3677,497,1,0,0,0
579015,1,2,2014-01-28,3581,453,1,0,0,0
579017,3,2,2014-01-28,4816,630,1,0,0,0
579018,4,2,2014-01-28,7268,1115,1,0,0,0
579023,9,2,2014-01-28,4651,487,1,0,0,0
579020,6,2,2014-01-28,4094,539,1,0,0,0
579021,7,2,2014-01-28,6728,839,1,0,0,0
579022,8,2,2014-01-28,4137,592,1,0,0,0
579019,5,2,2014-01-28,3508,464,1,0,0,0
577901,2,3,2014-01-29,4292,567,1,0,0,0
577902,3,3,2014-01-29,4887,628,1,0,0,0
577903,4,3,2014-01-29,7996,1120,1,0,0,0
577900,1,3,2014-01-29,3789,491,1,0,0,0
577905,6,3,2014-01-29,4178,509,1,0,0,0
577906,7,3,2014-01-29,5954,682,1,0,0,0
577907,8,3,2014-01-29,3977,515,1,0,0,0
577908,9,3,2014-01-29,4571,453,1,0,0,0
577904,5,3,2014-01-29,4409,558,1,0,0,0
576785,1,4,2014-01-30,4549,543,1,0,0,0
576786,2,4,2014-01-30,4214,493,1,0,0,0
576787,3,4,2014-01-30,5219,658,1,0,0,0
576788,4,4,2014-01-30,7860,1111,1,0,0,0
576789,5,4,2014-01-30,3802,485,1,0,0,0
576791,7,4,2014-01-30,6498,757,1,0,0,0
576792,8,4,2014-01-30,5550,762,1,0,0,0
576793,9,4,2014-01-30,4651,469,1,0,0,0
576790,6,4,2014-01-30,4398,534,1,0,0,0
575673,4,5,2014-01-31,10468,1438,1,0,0,0
575672,3,5,2014-01-31,8097,812,1,0,0,0
575674,5,5,2014-01-31,4982,581,1,0,0,0
575670,1,5,2014-01-31,4906,589,1,0,0,0
575676,7,5,2014-01-31,9454,962,1,0,0,0
575675,6,5,2014-01-31,5055,631,1,0,0,0
575678,9,5,2014-01-31,6715,576,1,0,0,0
575671,2,5,2014-01-31,4608,550,1,0,0,0
575677,8,5,2014-01-31,4380,560,1,0,0,0
574563,9,6,2014-02-01,6584,529,1,0,0,0
574562,8,6,2014-02-01,2845,342,1,0,0,0
574561,7,6,2014-02-01,6762,629,1,0,0,0
574560,6,6,2014-02-01,3316,396,1,0,0,0
574559,5,6,2014-02-01,2138,236,1,0,0,0
574558,4,6,2014-02-01,12028,1611,1,0,0,0
574557,3,6,2014-02-01,4968,499,1,0,0,0
574556,2,6,2014-02-01,2929,353,1,0,0,0
574555,1,6,2014-02-01,5292,667,1,0,0,0
573440,1,7,2014-02-02,0,0,0,0,0,0
573441,2,7,2014-02-02,0,0,0,0,0,0
573442,3,7,2014-02-02,0,0,0,0,0,0
573443,4,7,2014-02-02,0,0,0,0,0,0
573444,5,7,2014-02-02,0,0,0,0,0,0
573445,6,7,2014-02-02,0,0,0,0,0,0
573447,8,7,2014-02-02,0,0,0,0,0,0
573448,9,7,2014-02-02,0,0,0,0,0,0
573446,7,7,2014-02-02,0,0,0,0,0,0
572333,9,1,2014-02-03,10646,835,1,1,0,0
572332,8,1,2014-02-03,8864,898,1,1,0,0
572331,7,1,2014-02-03,14237,1257,1,1,0,0
572330,6,1,2014-02-03,7748,851,1,1,0,0
572329,5,1,2014-02-03,8696,799,1,1,0,0
572328,4,1,2014-02-03,13634,1825,1,1,0,1
572327,3,1,2014-02-03,11861,1030,1,1,0,0
572326,2,1,2014-02-03,7372,791,1,1,0,0
572325,1,1,2014-02-03,5839,638,1,1,0,0
571211,2,2,2014-02-04,7036,671,1,1,0,0
571210,1,2,2014-02-04,5540,602,1,1,0,0
571213,4,2,2014-02-04,10795,1546,1,1,0,1
571212,3,2,2014-02-04,10084,914,1,1,0,0
571215,6,2,2014-02-04,6322,673,1,1,0,0
571217,8,2,2014-02-04,7493,803,1,1,0,0
571214,5,2,2014-02-04,6979,680,1,1,0,0
571218,9,2,2014-02-04,8236,676,1,1,0,0
571216,7,2,2014-02-04,11358,1136,1,1,0,0
570103,9,3,2014-02-05,7514,643,1,1,0,0
570102,8,3,2014-02-05,6595,757,1,1,0,0
570101,7,3,2014-02-05,8998,922,1,1,0,0
570100,6,3,2014-02-05,6017,695,1,1,0,0
570099,5,3,2014-02-05,6486,700,1,1,0,0
570098,4,3,2014-02-05,10046,1386,1,1,0,1
570097,3,3,2014-02-05,8124,834,1,1,0,0
570096,2,3,2014-02-05,7198,820,1,1,0,0
570095,1,3,2014-02-05,5031,581,1,1,0,0
568980,1,4,2014-02-06,4823,557,1,1,0,0
568981,2,4,2014-02-06,6012,670,1,1,0,0
568983,4,4,2014-02-06,9589,1347,1,1,0,1
568982,3,4,2014-02-06,7920,828,1,1,0,0
568985,6,4,2014-02-06,5168,607,1,1,0,0
568988,9,4,2014-02-06,7008,596,1,1,0,0
568986,7,4,2014-02-06,8461,903,1,1,0,0
568987,8,4,2014-02-06,6649,829,1,1,0,0
568984,5,4,2014-02-06,5266,567,1,1,0,0
567865,1,5,2014-02-07,5596,636,1,1,0,0
567866,2,5,2014-02-07,4848,565,1,1,0,0
567867,3,5,2014-02-07,7198,767,1,1,0,0
567868,4,5,2014-02-07,9571,1386,1,1,0,1
567869,5,5,2014-02-07,5492,594,1,1,0,0
567871,7,5,2014-02-07,8305,899,1,1,0,0
567872,8,5,2014-02-07,5145,573,1,1,0,0
567873,9,5,2014-02-07,6345,512,1,1,0,0
567870,6,5,2014-02-07,5896,639,1,1,0,0
566750,1,6,2014-02-08,4726,620,1,0,0,0
566752,3,6,2014-02-08,4369,457,1,0,0,0
566751,2,6,2014-02-08,2484,331,1,0,0,0
566753,4,6,2014-02-08,9842,1434,1,0,0,0
566757,8,6,2014-02-08,2804,357,1,0,0,0
566755,6,6,2014-02-08,3496,403,1,0,0,0
566754,5,6,2014-02-08,1910,223,1,0,0,0
566758,9,6,2014-02-08,5729,544,1,0,0,0
566756,7,6,2014-02-08,5425,588,1,0,0,0
565643,9,7,2014-02-09,0,0,0,0,0,0
565642,8,7,2014-02-09,0,0,0,0,0,0
565641,7,7,2014-02-09,0,0,0,0,0,0
565640,6,7,2014-02-09,0,0,0,0,0,0
565639,5,7,2014-02-09,0,0,0,0,0,0
565638,4,7,2014-02-09,0,0,0,0,0,0
565637,3,7,2014-02-09,0,0,0,0,0,0
565636,2,7,2014-02-09,0,0,0,0,0,0
565635,1,7,2014-02-09,0,0,0,0,0,0
564520,1,1,2014-02-10,3591,502,1,0,0,0
564521,2,1,2014-02-10,4006,532,1,0,0,0
564522,3,1,2014-02-10,5396,737,1,0,0,0
564523,4,1,2014-02-10,9075,1327,1,0,0,0
564526,7,1,2014-02-10,7601,931,1,0,0,0
564525,6,1,2014-02-10,4371,602,1,0,0,0
564527,8,1,2014-02-10,4777,704,1,0,0,0
564524,5,1,2014-02-10,4108,541,1,0,0,0
564528,9,1,2014-02-10,5904,573,1,0,0,0
563408,4,2,2014-02-11,7483,1131,1,0,0,0
563405,1,2,2014-02-11,3461,481,1,0,0,0
563406,2,2,2014-02-11,4056,532,1,0,0,0
563407,3,2,2014-02-11,4877,662,1,0,0,0
563409,5,2,2014-02-11,3649,505,1,0,0,0
563411,7,2,2014-02-11,7386,926,1,0,0,0
563412,8,2,2014-02-11,4514,635,1,0,0,0
563413,9,2,2014-02-11,5051,519,1,0,0,0
563410,6,2,2014-02-11,4535,603,1,0,0,0
562298,9,3,2014-02-12,5070,499,1,0,0,0
562297,8,3,2014-02-12,4076,552,1,0,0,0
562296,7,3,2014-02-12,6626,820,1,0,0,0
562295,6,3,2014-02-12,4605,569,1,0,0,0
562294,5,3,2014-02-12,4475,604,1,0,0,0
562293,4,3,2014-02-12,8244,1214,1,0,0,0
562292,3,3,2014-02-12,5675,710,1,0,0,0
562291,2,3,2014-02-12,4848,654,1,0,0,0
562290,1,3,2014-02-12,3662,508,1,0,0,0
561175,1,4,2014-02-13,3638,517,1,0,0,0
561176,2,4,2014-02-13,4171,498,1,0,0,0
561177,3,4,2014-02-13,5132,684,1,0,0,0
561178,4,4,2014-02-13,7765,1186,1,0,0,0
561180,6,4,2014-02-13,4564,572,1,0,0,0
561181,7,4,2014-02-13,7203,883,1,0,0,0
561182,8,4,2014-02-13,5555,773,1,0,0,0
561179,5,4,2014-02-13,3823,488,1,0,0,0
561183,9,4,2014-02-13,5345,501,1,0,0,0
560064,5,5,2014-02-14,4431,552,1,0,0,0
560068,9,5,2014-02-14,5567,542,1,0,0,0
560067,8,5,2014-02-14,4423,590,1,0,0,0
560066,7,5,2014-02-14,7808,946,1,0,0,0
560065,6,5,2014-02-14,4938,606,1,0,0,0
560063,4,5,2014-02-14,8877,1275,1,0,0,0
560062,3,5,2014-02-14,6213,753,1,0,0,0
560061,2,5,2014-02-14,4324,527,1,0,0,0
560060,1,5,2014-02-14,4647,591,1,0,0,0
558946,2,6,2014-02-15,2509,300,1,0,0,0
558947,3,6,2014-02-15,3793,415,1,0,0,0
558945,1,6,2014-02-15,5258,655,1,0,0,0
558948,4,6,2014-02-15,9171,1383,1,0,0,0
558953,9,6,2014-02-15,5972,525,1,0,0,0
558950,6,6,2014-02-15,3054,340,1,0,0,0
558951,7,6,2014-02-15,4985,594,1,0,0,0
558952,8,6,2014-02-15,2751,370,1,0,0,0
558949,5,6,2014-02-15,2165,219,1,0,0,0
557830,1,7,2014-02-16,0,0,0,0,0,0
557831,2,7,2014-02-16,0,0,0,0,0,0
557832,3,7,2014-02-16,0,0,0,0,0,0
557833,4,7,2014-02-16,0,0,0,0,0,0
557835,6,7,2014-02-16,0,0,0,0,0,0
557836,7,7,2014-02-16,0,0,0,0,0,0
557837,8,7,2014-02-16,0,0,0,0,0,0
557838,9,7,2014-02-16,0,0,0,0,0,0
557834,5,7,2014-02-16,0,0,0,0,0,0
556717,3,1,2014-02-17,10020,989,1,1,0,0
556715,1,1,2014-02-17,5393,606,1,1,0,0
556716,2,1,2014-02-17,7584,761,1,1,0,1
556718,4,1,2014-02-17,11297,1531,1,1,0,0
556723,9,1,2014-02-17,10145,791,1,1,0,0
556720,6,1,2014-02-17,7218,754,1,1,0,1
556721,7,1,2014-02-17,12728,1224,1,1,0,0
556722,8,1,2014-02-17,8750,897,1,1,0,0
556719,5,1,2014-02-17,7170,728,1,1,0,1
555600,1,2,2014-02-18,4602,556,1,1,0,0
555602,3,2,2014-02-18,8382,843,1,1,0,0
555601,2,2,2014-02-18,5979,644,1,1,0,1
555603,4,2,2014-02-18,9676,1272,1,1,0,0
555607,8,2,2014-02-18,7008,786,1,1,0,0
555605,6,2,2014-02-18,5867,657,1,1,0,1
555604,5,2,2014-02-18,5368,591,1,1,0,1
555608,9,2,2014-02-18,7663,651,1,1,0,0
555606,7,2,2014-02-18,10408,1072,1,1,0,0
554493,9,3,2014-02-19,6526,560,1,1,0,0
554492,8,3,2014-02-19,5299,631,1,1,0,0
554491,7,3,2014-02-19,7834,855,1,1,0,0
554490,6,3,2014-02-19,5552,646,1,1,0,1
554489,5,3,2014-02-19,5307,603,1,1,0,1
554488,4,3,2014-02-19,9010,1278,1,1,0,0
554487,3,3,2014-02-19,8156,812,1,1,0,0
554486,2,3,2014-02-19,6419,774,1,1,0,1
554485,1,3,2014-02-19,4935,547,1,1,0,0
553370,1,4,2014-02-20,4563,559,1,1,0,0
553371,2,4,2014-02-20,4961,584,1,1,0,1
553373,4,4,2014-02-20,9452,1305,1,1,0,0
553372,3,4,2014-02-20,6798,766,1,1,0,0
553375,6,4,2014-02-20,5352,641,1,1,0,1
553378,9,4,2014-02-20,6259,568,1,1,0,0
553376,7,4,2014-02-20,7758,871,1,1,0,0
553377,8,4,2014-02-20,6580,824,1,1,0,0
553374,5,4,2014-02-20,5365,592,1,1,0,1
552255,1,5,2014-02-21,4727,550,1,1,0,0
552256,2,5,2014-02-21,4790,527,1,1,0,1
552257,3,5,2014-02-21,7511,799,1,1,0,0
552258,4,5,2014-02-21,9193,1308,1,1,0,0
552259,5,5,2014-02-21,4389,512,1,1,0,1
552261,7,5,2014-02-21,8676,962,1,1,0,0
552262,8,5,2014-02-21,5064,589,1,1,0,0
552263,9,5,2014-02-21,6381,582,1,1,0,0
552260,6,5,2014-02-21,5097,612,1,1,0,1
551142,3,6,2014-02-22,4082,475,1,0,0,0
551140,1,6,2014-02-22,4820,623,1,0,0,0
551141,2,6,2014-02-22,2563,316,1,0,0,0
551143,4,6,2014-02-22,10047,1451,1,0,0,0
551147,8,6,2014-02-22,2838,381,1,0,0,0
551145,6,6,2014-02-22,2963,375,1,0,0,0
551146,7,6,2014-02-22,5192,575,1,0,0,0
551148,9,6,2014-02-22,6734,571,1,0,0,0
551144,5,6,2014-02-22,1975,235,1,0,0,0
550025,1,7,2014-02-23,0,0,0,0,0,0
550026,2,7,2014-02-23,0,0,0,0,0,0
550027,3,7,2014-02-23,0,0,0,0,0,0
550028,4,7,2014-02-23,0,0,0,0,0,0
550030,6,7,2014-02-23,0,0,0,0,0,0
550031,7,7,2014-02-23,0,0,0,0,0,0
550032,8,7,2014-02-23,0,0,0,0,0,0
550033,9,7,2014-02-23,0,0,0,0,0,0
550029,5,7,2014-02-23,0,0,0,0,0,0
548912,3,1,2014-02-24,5141,672,1,0,0,0
548910,1,1,2014-02-24,3826,481,1,0,0,0
548911,2,1,2014-02-24,3894,499,1,0,0,0
548913,4,1,2014-02-24,7782,1220,1,0,0,0
548918,9,1,2014-02-24,5880,568,1,0,0,0
548915,6,1,2014-02-24,4557,593,1,0,0,1
548916,7,1,2014-02-24,7311,877,1,0,0,0
548917,8,1,2014-02-24,4448,619,1,0,0,0
548914,5,1,2014-02-24,3558,480,1,0,0,1
547796,2,2,2014-02-25,3520,489,1,0,0,0
547795,1,2,2014-02-25,3499,470,1,0,0,0
547798,4,2,2014-02-25,6812,1096,1,0,0,0
547797,3,2,2014-02-25,4858,680,1,0,0,0
547800,6,2,2014-02-25,4152,535,1,0,0,1
547803,9,2,2014-02-25,4904,511,1,0,0,0
547801,7,2,2014-02-25,6168,820,1,0,0,0
547802,8,2,2014-02-25,3831,570,1,0,0,0
547799,5,2,2014-02-25,3407,458,1,0,0,1
546680,1,3,2014-02-26,4108,491,1,0,0,0
546681,2,3,2014-02-26,4548,632,1,0,0,0
546682,3,3,2014-02-26,4580,640,1,0,0,0
546683,4,3,2014-02-26,6987,1100,1,0,0,0
546684,5,3,2014-02-26,3568,548,1,0,0,1
546685,6,3,2014-02-26,4111,545,1,0,0,1
546686,7,3,2014-02-26,5812,746,1,0,0,0
546687,8,3,2014-02-26,3719,560,1,0,0,0
546688,9,3,2014-02-26,5627,527,1,0,0,0
545565,1,4,2014-02-27,3826,519,1,0,0,0
545566,2,4,2014-02-27,3998,493,1,0,0,0
545567,3,4,2014-02-27,5324,684,1,0,0,0
545568,4,4,2014-02-27,7723,1140,1,0,0,0
545569,5,4,2014-02-27,3176,460,1,0,0,1
545570,6,4,2014-02-27,4045,537,1,0,0,1
545571,7,4,2014-02-27,7079,830,1,0,0,0
545572,8,4,2014-02-27,5122,748,1,0,0,0
545573,9,4,2014-02-27,5727,555,1,0,0,0
544450,1,5,2014-02-28,5031,603,1,0,0,0
544451,2,5,2014-02-28,4400,555,1,0,0,0
544452,3,5,2014-02-28,6792,786,1,0,0,0
544453,4,5,2014-02-28,10849,1381,1,0,0,0
544455,6,5,2014-02-28,5235,624,1,0,0,1
544456,7,5,2014-02-28,9221,984,1,0,0,0
544457,8,5,2014-02-28,4403,552,1,0,0,0
544458,9,5,2014-02-28,6249,559,1,0,0,0
544454,5,5,2014-02-28,4602,537,1,0,0,1
543337,3,6,2014-03-01,4718,539,1,0,0,0
543335,1,6,2014-03-01,5307,655,1,0,0,0
543336,2,6,2014-03-01,3350,373,1,0,0,0
543338,4,6,2014-03-01,11248,1584,1,0,0,0
543343,9,6,2014-03-01,6913,614,1,0,0,0
543340,6,6,2014-03-01,3492,405,1,0,0,0
543341,7,6,2014-03-01,6369,656,1,0,0,0
543342,8,6,2014-03-01,3557,392,1,0,0,0
543339,5,6,2014-03-01,2170,256,1,0,0,0
542220,1,7,2014-03-02,0,0,0,0,0,0
542221,2,7,2014-03-02,0,0,0,0,0,0
542222,3,7,2014-03-02,0,0,0,0,0,0
542223,4,7,2014-03-02,0,0,0,0,0,0
542225,6,7,2014-03-02,0,0,0,0,0,0
542226,7,7,2014-03-02,0,0,0,0,0,0
542227,8,7,2014-03-02,0,0,0,0,0,0
542228,9,7,2014-03-02,0,0,0,0,0,0
542224,5,7,2014-03-02,0,0,0,0,0,0
541107,3,1,2014-03-03,11091,1032,1,1,0,0
541105,1,1,2014-03-03,6198,616,1,1,0,0
541106,2,1,2014-03-03,7332,760,1,1,0,0
541108,4,1,2014-03-03,13685,1736,1,1,0,0
541113,9,1,2014-03-03,9434,743,1,1,0,0
541110,6,1,2014-03-03,8942,904,1,1,0,0
541111,7,1,2014-03-03,12998,1209,1,1,0,0
541112,8,1,2014-03-03,9385,943,1,1,0,0
541109,5,1,2014-03-03,7607,768,1,1,0,0
539992,3,2,2014-03-04,9520,901,1,1,0,0
539990,1,2,2014-03-04,5397,619,1,1,0,0
539991,2,2,2014-03-04,6006,630,1,1,0,0
539993,4,2,2014-03-04,11220,1440,1,1,0,0
539996,7,2,2014-03-04,10595,1168,1,1,0,0
539995,6,2,2014-03-04,6309,712,1,1,0,0
539994,5,2,2014-03-04,5423,621,1,1,0,0
539998,9,2,2014-03-04,8175,722,1,1,0,0
539997,8,2,2014-03-04,7519,808,1,1,0,0
538883,9,3,2014-03-05,7671,640,1,1,0,0
538882,8,3,2014-03-05,6329,721,1,1,0,0
538881,7,3,2014-03-05,9010,959,1,1,0,0
538880,6,3,2014-03-05,6301,727,1,1,0,0
538879,5,3,2014-03-05,6208,746,1,1,0,0
538878,4,3,2014-03-05,9039,1277,1,1,0,0
538877,3,3,2014-03-05,8867,878,1,1,0,0
538876,2,3,2014-03-05,6740,802,1,1,0,0
538875,1,3,2014-03-05,4916,592,1,1,0,0
537760,1,4,2014-03-06,4585,542,1,1,0,0
537761,2,4,2014-03-06,5173,611,1,1,0,0
537763,4,4,2014-03-06,9072,1285,1,1,0,0
537762,3,4,2014-03-06,8140,835,1,1,0,0
537765,6,4,2014-03-06,5653,678,1,1,0,0
537768,9,4,2014-03-06,6828,620,1,1,0,0
537766,7,4,2014-03-06,8225,938,1,1,0,0
537767,8,4,2014-03-06,6717,815,1,1,0,0
537764,5,4,2014-03-06,4805,564,1,1,0,0
536645,1,5,2014-03-07,5340,588,1,1,0,0
536646,2,5,2014-03-07,5275,593,1,1,0,0
536647,3,5,2014-03-07,8321,861,1,1,0,0
536648,4,5,2014-03-07,9986,1359,1,1,0,0
536649,5,5,2014-03-07,4804,590,1,1,0,0
536651,7,5,2014-03-07,9385,1078,1,1,0,0
536652,8,5,2014-03-07,5634,646,1,1,0,0
536653,9,5,2014-03-07,6708,619,1,1,0,0
536650,6,5,2014-03-07,5948,703,1,1,0,0
535532,3,6,2014-03-08,3407,426,1,0,0,0
535530,1,6,2014-03-08,4400,550,1,0,0,0
535531,2,6,2014-03-08,2863,353,1,0,0,0
535533,4,6,2014-03-08,9296,1372,1,0,0,0
535536,7,6,2014-03-08,5738,668,1,0,0,0
535535,6,6,2014-03-08,3219,389,1,0,0,0
535538,9,6,2014-03-08,5405,511,1,0,0,0
535537,8,6,2014-03-08,2806,376,1,0,0,0
535534,5,6,2014-03-08,1991,211,1,0,0,0
534415,1,7,2014-03-09,0,0,0,0,0,0
534416,2,7,2014-03-09,0,0,0,0,0,0
534417,3,7,2014-03-09,0,0,0,0,0,0
534418,4,7,2014-03-09,0,0,0,0,0,0
534420,6,7,2014-03-09,0,0,0,0,0,0
534421,7,7,2014-03-09,0,0,0,0,0,0
534422,8,7,2014-03-09,0,0,0,0,0,0
534423,9,7,2014-03-09,0,0,0,0,0,0
534419,5,7,2014-03-09,0,0,0,0,0,0
533302,3,1,2014-03-10,4928,703,1,0,0,0
533300,1,1,2014-03-10,3573,469,1,0,0,0
533301,2,1,2014-03-10,3799,516,1,0,0,0
533303,4,1,2014-03-10,7809,1157,1,0,0,0
533308,9,1,2014-03-10,6280,571,1,0,0,0
533305,6,1,2014-03-10,4506,619,1,0,0,0
533306,7,1,2014-03-10,7259,886,1,0,0,0
533307,8,1,2014-03-10,4311,649,1,0,0,0
533304,5,1,2014-03-10,3629,499,1,0,0,0
532185,1,2,2014-03-11,3588,476,1,0,0,0
532186,2,2,2014-03-11,3575,501,1,0,0,0
532187,3,2,2014-03-11,5412,684,1,0,0,0
532188,4,2,2014-03-11,7021,1092,1,0,0,0
532191,7,2,2014-03-11,6997,927,1,0,0,0
532190,6,2,2014-03-11,4224,572,1,0,0,0
532189,5,2,2014-03-11,3643,512,1,0,0,0
532193,9,2,2014-03-11,5506,537,1,0,0,0
532192,8,2,2014-03-11,4386,595,1,0,0,0
531078,9,3,2014-03-12,4881,479,1,0,0,0
531077,8,3,2014-03-12,4191,595,1,0,0,0
531076,7,3,2014-03-12,5856,761,1,0,0,0
531075,6,3,2014-03-12,4806,573,1,0,0,0
531074,5,3,2014-03-12,4031,578,1,0,0,0
531073,4,3,2014-03-12,7318,1107,1,0,0,0
531072,3,3,2014-03-12,4951,649,1,0,0,0
531071,2,3,2014-03-12,4581,658,1,0,0,0
531070,1,3,2014-03-12,3805,499,1,0,0,0
529955,1,4,2014-03-13,3224,450,1,0,0,0
529956,2,4,2014-03-13,4172,551,1,0,0,0
529957,3,4,2014-03-13,4918,719,1,0,0,0
529958,4,4,2014-03-13,6987,1011,1,0,0,0
529962,8,4,2014-03-13,4921,698,1,0,0,0
529960,6,4,2014-03-13,4291,557,1,0,0,0
529961,7,4,2014-03-13,6373,795,1,0,0,0
529963,9,4,2014-03-13,5441,539,1,0,0,0
529959,5,4,2014-03-13,3728,463,1,0,0,0
528840,1,5,2014-03-14,3883,502,1,0,0,0
528841,2,5,2014-03-14,3321,430,1,0,0,0
528844,5,5,2014-03-14,3982,512,1,0,0,0
528842,3,5,2014-03-14,6245,705,1,0,0,0
528846,7,5,2014-03-14,7964,909,1,0,0,0
528845,6,5,2014-03-14,4669,583,1,0,0,0
528848,9,5,2014-03-14,5987,568,1,0,0,0
528843,4,5,2014-03-14,7336,1109,1,0,0,0
528847,8,5,2014-03-14,3929,500,1,0,0,0
527733,9,6,2014-03-15,6799,557,1,0,0,0
527732,8,6,2014-03-15,2519,327,1,0,0,0
527731,7,6,2014-03-15,4641,496,1,0,0,0
527730,6,6,2014-03-15,3274,387,1,0,0,0
527729,5,6,2014-03-15,1895,214,1,0,0,0
527728,4,6,2014-03-15,10009,1397,1,0,0,0
527727,3,6,2014-03-15,4255,448,1,0,0,0
